Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-241.4432	-311.0744	69.63123	1.393091	0.03338365	0.06461	0.93539	1.118582
6	-241.3569	-310.8268	69.46991	1.729912	0.03591742	0.212409	0.787591	0.9358016
12	-255.0618	-324.5344	69.47254	1.789794	0.006195194	0.226005	0.773995	0.7463417
18	-248.5255	-318.3627	69.83717	1.61473	0.017415	0.409638	0.590362	0.6734719
24	-244.6161	-314.265	69.64894	1.667635	0.008590197	0.486142	0.513858	0.7768955
30	-241.861	-311.4064	69.54541	1.303964	0.01632126	0.385033	0.614967	1.304708
36	-236.1843	-305.7246	69.54026	1.596387	0.0160308	0.115364	0.884636	1.054189
42	-235.8416	-305.4924	69.65083	1.797536	0.0229723	0.268622	0.731378	0.6684428
48	-234.2696	-304.1998	69.93021	1.445398	0.04059392	0.443855	0.556145	0.6684428
54	-232.7291	-302.474	69.74488	1.683915	0.01501712	0.240868	0.759132	0.7070464
60	-236.7533	-306.258	69.50474	1.47695	0.01801514	0.396176	0.603824	1.195766
66	-233.9827	-303.8138	69.83105	1.216722	0.01231677	0.236532	0.763468	1.120316
72	-241.3276	-310.1854	68.85781	0.9789952	0.0144982	0.235199	0.764801	2.029251
78	-247.5527	-316.5603	69.00756	0.7148242	0.0490411	0.295712	0.704288	2.029251
84	-236.3587	-305.841	69.48231	1.123185	0.0490411	0.246236	0.753764	1.40326
90	-240.5577	-310.4083	69.85062	1.068663	0.009790951	0.310899	0.689101	1.20725
96	-239.0549	-309.0701	70.0152	1.067675	0.029994	0.140469	0.859531	1.078271
102	-247.1437	-316.854	69.71038	1.298368	0.03737597	0.234498	0.765502	1.115893
108	-243.1761	-313.1843	70.00822	1.430387	0.0228917	0.123204	0.876796	0.6874162
114	-241.191	-310.5184	69.3274	2.11272	0.02630337	0.307227	0.692773	0.3648471
120	-236.0703	-305.3675	69.29723	2.11272	0.01828762	0.101752	0.898248	0.3155621
126	-232.1986	-301.3397	69.14106	2.290328	0.01198945	0.322548	0.677452	0.6703251
132	-229.7546	-299.6946	69.93997	1.240535	0.009059568	0.189782	0.810218	0.9507759
138	-237.1824	-307.1498	69.9674	1.261749	0.02537716	0.189782	0.810218	0.9507759
144	-240.0038	-309.9674	69.96358	1.261749	0.02651655	0.165788	0.834212	0.9507759
150	-245.966	-315.6727	69.70679	1.672807	0.02519067	0.473367	0.526633	0.7711606
156	-254.1307	-323.9744	69.84372	1.64445	0.02519067	0.32273	0.67727	0.48507
162	-240.6485	-310.443	69.79457	1.30164	0.03450037	0.25447	0.74553	1.047071
168	-239.0089	-308.9757	69.96683	1.256107	0.03450037	0.0948334	0.905167	0.9178364
174	-242.3264	-312.1771	69.8507	1.233255	0.03361015	0.0879136	0.912086	1.06257
180	-240.3039	-309.682	69.37812	2.0428	0.04078031	0.13152	0.86848	0.5125473
186	-238.2738	-307.5355	69.26173	2.084543	0.04337084	0.0699005	0.9301	0.3437844
192	-250.4396	-319.6672	69.22754	2.003049	0.01097834	0.447981	0.552019	0.2293784
198	-243.3461	-312.7711	69.42491	2.003049	0.02679748	0.406156	0.593844	0.3516657
204	-246.5894	-316.0952	69.50577	1.36918	0.08441156	0.220589	0.779411	1.027329
210	-242.6917	-311.2465	68.5548	1.033922	0.06260323	0.152767	0.847233	2.072951
216	-238.9804	-307.8161	68.83574	0.9167795	0.01170921	0.318071	0.681929	2.072951
222	-238.5116	-307.9203	69.40869	0.8908806	0.04301069	0.311194	0.688806	1.653285
228	-242.2686	-311.5127	69.24413	0.9519527	0.02231366	0.436897	0.563103	1.787038
234	-246.7565	-316.4166	69.66002	1.635159	0.006235935	0.337218	0.662782	0.6955994
240	-246.6826	-315.6118	68.92916	0.8706932	0.03007273	0.433356	0.566644	2.037899
246	-243.079	-311.9619	68.88283	0.9455367	0.02093012	0.40526	0.59474	2.037899
252	-243.5776	-312.9302	69.35264	1.811209	0.01997783	0.472316	0.527684	1.02926
258	-235.4886	-304.8805	69.39188	1.811209	0.0205718	0.511464	0.488536	0.9896454
264	-230.1727	-299.6892	69.51648	1.83666	0.006213499	0.309936	0.690064	0.4682541
270	-234.2497	-303.9121	69.66248	1.771076	0.00885694	0.401752	0.598248	0.4707524
276	-246.6662	-316.1424	69.47621	1.56946	0.00279239	0.146885	0.853115	0.5865476
282	-251.1676	-319.8561	68.68855	2.285232	0.05404208	0.240222	0.759778	0.1801261
288	-246.1344	-314.8516	68.71724	2.285232	0.006942155	0.252419	0.747581	0.1801261
294	-232.9767	-301.8761	68.8994	2.259522	0.03982351	0.14957	0.85043	0.2176588
300	-243.8422	-312.4718	68.62955	2.276052	0.05693	0.14957	0.85043	0.1659163
306	-248.8746	-318.7974	69.92275	1.415405	0.05589416	0.112387	0.887613	0.5640452
312	-243.9096	-313.9656	70.05604	1.224449	0.01556017	0.112387	0.887613	0.9059357
318	-242.8932	-312.4181	69.5249	1.721103	0.03174459	0.38584	0.61416	0.9059357
324	-251.1628	-320.8606	69.69785	1.721103	0.04124025	0.113765	0.886235	0.5035157
330	-248.5571	-318.3247	69.76757	1.292738	0.09658359	0.38906	0.61094	0.7513832
336	-244.1249	-314.3159	70.19096	1.0264	0.04141989	0.109785	0.890215	0.8869631
342	-236.7862	-306.5941	69.80786	0.8633373	0.03148513	0.238462	0.761538	1.417874
348	-244.7019	-312.9371	68.2352	1.136194	0.07807949	0.238462	0.761538	2.166749
354	-248.2604	-317.3507	69.09024	1.178017	0.07300353	0.160494	0.839506	1.568746
360	-238.4015	-307.8565	69.45502	2.019492	0.02674583	0.413563	0.586437	0.5696848
366	-239.1158	-308.6511	69.53527	1.711796	0.06320853	0.251338	0.748662	0.3434495
372	-242.951	-312.2125	69.26154	2.14772	0.009277615	0.190127	0.809873	0.3803216
378	-229.9888	-299.6314	69.64262	1.737561	0.00937241	0.343047	0.656953	0.702626
384	-236.1985	-306.0728	69.87436	1.292982	0.02362641	0.21679	0.78321	1.018854
390	-239.4593	-309.0296	69.57031	1.852774	0.04039956	0.367756	0.632244	0.4976389
396	-244.2448	-313.79	69.54518	1.759372	0.05324234	0.179009	0.820991	0.683597
402	-240.4547	-310.6843	70.22959	0.9536148	0.04131191	0.198197	0.801803	0.9256543
408	-246.5271	-316.0717	69.54455	0.9956345	0.09591679	0.308211	0.691789	1.278744
414	-239.784	-309.3822	69.59825	1.100026	0.04524511	0.306277	0.693723	1.34529
420	-241.1534	-310.7686	69.61525	1.828541	0.02704433	0.200498	0.799502	0.6519672
